Message,Availability,Payment,Attraction (Experiences),Facility,House Rules,Location,Discount,Contact Host,Others
"Hi, we would like to check if the apartment is in Dubai Marina as on the map it shows to be somewhere in old dubai. And we would like to know if the dates Dec 19 - Jan 9 are available. We are two adults and 2,5 year old son. Thank you! Best regards, Petra K.",1,,1,,,,,,
"Hi Ana, me and my girlfriend are coming to Bali this weekend and are looking for a nice villa in Seminyak for Monday-Wednesday November 23rd-25th. Would you be able to rent your villa to us? We are both pretty laid back and just looking to eat some good food, spend some time at the beach and get some rest.Thanks,Rishab",1,,1,,,,,,
I am a bringing my family for a vacation in Dubai. I saw your listing. Can you please tell me if their is a metro station near your place? Is the Meena bazaar close?,1,,1,,,,,,
"Hello,My partner and I will be in Tel Aviv on our honeymoon. We really like your photos and hoping that your place is available for May 30th to June 6th. DO you have wifi as well? Thx.Jason",1,,,,,,,,
hello...i prefer for wedding party..and i will do the wedding -----@-----.--- is ok ?? will take 2day 1nite,1,,,,,,,,
need room pls,1,,,,,,,,
"Hello, There are three of us traveling for the first time to your beautiful city. We would like to know if the above dates are available, the cost for three nights and how far you are from main attractions of the city and transportation. Also the distance, please to the cruise port. Thank you ,Maris Speckmann",1,1,1,,,,,,
"To Mrs.I'm Lilian and currently looking at your property. I know how expensive in Singapore and I'm looking for a decent place for my budget for a family of five (all responsible adults only). I prefer entire unit could you confirm if this is entire unit and not to share with anyone? i love your place. Please advise me of any other restriction you may have. By the way three of us will fly from japan after 8 days visit and then fly to Singapore, from Singapore we are leaving for USA our original destination. My son and girlfriend are coming from Philippines so that we could all spend christmas together in Singapore all of us will leave at the same date +-- ---- ----. All and all we are a total of 5 adults. My son just recently traveled Singapore but the rest have never been in Singapore (it's our first time). I would love to stay on entire unit/ 2 bedrooms since there are five of us going to stay.Sincerely,Lilian Hernandez", , ,,,1,,1,,
Is your unit available. Would we be able to see it today? How much is the cost for above dates and what's included? My husband will be in the area today and wondering if we we can see the unit first. Thank you., ,1,,,1,,,,
Hi i just want to inquire regarding this post if it would be available on march 21-25. For my family of nine.,1,,,,,,,,
Can I expect discount On the rates. Want for 11 nights. Also please tell us how far it is from Times Square.,1, ,1,,,,1,,
hi we can only travel for one week but would consider paying 2 week charge??,, ,,,,,1,,
"Dear BrettGood day,Im interested in booking this house for a 30 daysmy expected arrival date is 26/12/2015 but there is a small issue that I might need to come earlier two or three weeks before this date, so I don't want to book it in 26/12/2016 then need to cancel it and book again in 1st of Dec.so is it applicable to not the cancel the reservation but to change the dates only , I know that this depends on availability of the house but i need to know if there will be charges on changing the dates it is clear that in case my dates are not available so i have to cancel and pay you the charge of %50 and find some where else that suits my datesbut i need to know if i my NEW dates are available how much would be the charge if any to change the datesthe period is the same (30 days)by the way we are a family of 5 members (2 adults and three children 10 Yrs , 9 Yrs and 5 Yrs)appreciate your cooperation and thanking you in advance for your quick responseEyad Al Bahsh",1, ,,,,,1,,
"Hi Rwaida,We are interested in your apartment for the above date.We are a couple with 2 children (4 years old and 6 months old).Could you please confirm availability and best price for 21 March to 28 March? Would you have a baby cot?ThanksBen",1, ,,,,,1,,
"Hello, I see only 2 january available. I want to check if available 3-4 months? I work in Metro Prima College and outstation student come for course interview. Everyday different student because college sponsor. Please call me.",1,,,,,,,,
"Hello!Looking for a place where we can stay again and again as we often come to Bangkok, I would like to know if your apartment is available from tomorrow December 6 until December 23, and then again from January 27 to 31, 2016, and all of June 2016?",1,,,,,,,,
"Hi , i just want to confirm that this property is available and how does payment work. We are 9 adults and 2 children and we are non smoking and does not party.",1,1,,,,,,,
"Hello, could you please describe the beds in each bedroom. Thank you",,,,1,,,,,
We are a group of 7 (2 ladies and 5 guys) from Singapore attending a dance workshop from 22 to 27 April 2016. When should we book the room? What's the total bill for the 5 days stay? We reaching HK at 12noon on 22/4 and departure flight is at 8pm on 27/4. What are the checking in and out times?Thanks,1,1,,,,,,,
My name is Raymond coming from Hong Kong. I would like to stay at Shanghai for 4 nights for business trip. Please let me know the availability. My cell phone is +-- ---- ----. Thanks a lot :),1,,,,,,,,
"Please ------- me the details if i want to book this apartment on 21 Nov and checkout on the next day, Thanks.",1,,,,,,,,
"Would you be willing to come down in price? I see that its not rented out at all, and I spent a lot of money flying my wife out here for the holidays and am short on cash. What would be the bottom price you could take. Hoping it not being empty is and getting something is better than nothing.",,1,,,,,,,
Room also share ?,,,,1, ,,,,
"Hello, I wish to find out if you have availability for the cherish flat for 20th October 2016 (next year!) to 29th October 2016. Please may I also check the location of the flat in DB? Thanks. I am local resident looking for a flat for visiting friends. Thank you.Rachel Autherson",1,,1,,,,,,
"Hi Tommy and Jac,I'd like to enquire about your properties in Kembangan for a group of about 11 adults and 3 children.This group is my fiance's family from Morocco and they are coming for our wedding in August.Would it also be possible to view the properties if they are available? Please feel free to get in touch with me via email or phoneEmail: -----@-----.---phone/-------: +-- ---- ----Thanks!Sofiah",1,,,,1,,,,
Hi I'm looking for a place to stay overnight on the 6th. I know it says on your ad that minimum stay is 2 nights but I only need a place to stay overnight. Is your place available?,1,,,,,,,,
Hi. Is this room available this coming Monday?,1,,,,,,,,
"hi~ i'm Korean my friend is Japanesewe are going to go to Australia to study English The school is near your home next monthSo long periods of time we will staywe can book for three months? And long time periods reservations, you can discount room fee?-----@-----.---",1,,,,,,1,,
"Hi there,We are looking for a 4 night rental for 3 or 4 people in the Holland Village area - arriving late on 15th Dec and leaving early on 19th.Can you please let me know the price and availability of your house?Many thanks,Emma",1,,,,,,,,
"Hello, my dad got called in for a new heart and we are now want to spend Christmas in Sydney with him in hospital. We are a large family with 9 adults and three babies in cots. I would love to chat if this is possible. Thank you +-- ---- ----.", ,,,,,,,,1
"Hello,My friend and I plan to spend a month in Manhattan (may 15 to june 14) and would like to rent your apt. Please let me know if the apt would be available (or another one with 2BR) and what would be the price?Thanks Dor.",1,1,,,,,,,
Hi I'm Hak from KoreaAnd i an looking for a room to stay with my friendsSo i am wonder how much is total cost of 4days room for 4 peopleI look forward to hearing aswerThank u, ,1,,,,,,,
"Do you offer breakfast in your villas? Also do you know any yoga places near your villa? Much appreciated, I look forward to hearing from you.Regards,Kristy", ,,1,,,,,,
Will the whole apartment be available or just a room?Contact me on +-- ---- ----,1,,,,,,,,
"The actual dates are Feb 12 to 14 but the system didn't let me choose them. Could you please give the detailed pricing for the stay for 6. I'm asking due to discrepancies found here: http://-------.---/ where the apartment seems to be identical.Thanks for your help.Best,Szymon Marciniak",1,1,,,,,,,
"tell me is your place ""guest friendly""? are you close to the nana, soi cowbay and the pa tang area? I want to really book it soon?",,,1,,,,,,
